,Var1,Var2,value
1445,IsrH_1_2,Erwinia,NA
1446,STnc070,Erwinia,NA
1447,STnc3180,Erwinia,NA
1448,STnc3500,Erwinia,NA
1449,STnc3420,Erwinia,NA
1450,STnc3990,Erwinia,NA
1451,STnc3030,Erwinia,NA
1452,STnc3740,Erwinia,NA
1453,STnc950,Erwinia,NA
1454,STnc4260,Erwinia,NA
1455,STnc470,Erwinia,NA
1456,STnc310,Erwinia,NA
1457,STnc1990,Erwinia,NA
1458,STnc3330,Erwinia,NA
1459,IsrO,Erwinia,NA
1460,STnc760,Erwinia,NA
1461,STnc1690,Erwinia,NA
1462,IsrQ,Erwinia,NA
1463,STnc4210,Erwinia,NA
1464,STnc3230,Erwinia,NA
1465,STnc440,Erwinia,NA
1466,STnc3750,Erwinia,NA
1467,sRNA1,Erwinia,NA
1468,STnc2030,Erwinia,NA
1469,InvR,Erwinia,NA
1470,STnc890,Erwinia,NA
1471,STnc1600,Erwinia,NA
1472,STnc1880,Erwinia,NA
1473,STnc3620,Erwinia,NA
1474,STnc3580,Erwinia,NA
1475,STnc1870,Erwinia,NA
1476,STnc3050,Erwinia,NA
1477,STnc3090,Erwinia,NA
1478,STnc4160,Erwinia,NA
1479,STnc340,Erwinia,NA
1480,STnc980,Erwinia,NA
1481,STnc3610,Erwinia,NA
1482,STnc3350,Erwinia,NA
1483,sRNA9,Erwinia,NA
1484,STnc3640,Erwinia,NA
1485,RseX,Erwinia,NA
1486,STnc3970,Erwinia,NA
1487,STnc1010,Erwinia,NA
1488,STnc3480,Erwinia,NA
1489,STnc150,Erwinia,NA
1490,STnc3830,Erwinia,NA
1491,STnc740,Erwinia,NA
1492,STnc1510,Erwinia,NA
1493,STnc540,Erwinia,NA
1494,STnc1500,Erwinia,NA
1495,STnc1650,Erwinia,NA
1496,STnc2110,Erwinia,NA
1497,STnc3010,Erwinia,NA
1498,RyjB,Erwinia,NA
1499,STnc3040,Erwinia,NA
1500,STnc810,Erwinia,NA
1501,IsrK,Erwinia,NA
1502,RybD,Erwinia,NA
1503,STnc1210,Erwinia,NA
1504,STnc1470,Erwinia,NA
1505,STnc3150,Erwinia,NA
1506,STnc3340,Erwinia,NA
1507,STnc3720,Erwinia,NA
1508,STnc1200,Erwinia,NA
1509,STnc480,Erwinia,NA
1510,STnc1160,Erwinia,NA
1511,STnc350,Erwinia,NA
1512,STnc4000,Erwinia,NA
1513,STnc3250,Erwinia,NA
1514,STnc3570,Erwinia,NA
1515,STnc4170,Erwinia,NA
1516,STnc3730,Erwinia,NA
1517,RydC,Erwinia,NA
1518,STnc1030,Erwinia,NA
1519,STnc1060,Erwinia,NA
1520,STnc490,Erwinia,NA
1521,STnc1180,Erwinia,NA
1522,RygD,Erwinia,NA
1523,RygC,Erwinia,NA
1524,STnc710,Erwinia,NA
1525,SraB,Erwinia,NA
1526,STnc520,Erwinia,76
1527,STnc1110,Erwinia,NA
1528,STnc3390,Erwinia,NA
1529,STnc630,Erwinia,NA
1530,IsrN,Erwinia,72.6666666666667
1531,RyeC,Erwinia,NA
1532,RydB,Erwinia,NA
1533,STnc2040,Erwinia,NA
1534,STnc840,Erwinia,NA
1535,DapZ,Erwinia,NA
1536,STnc2070,Erwinia,NA
1537,sRNA12,Erwinia,NA
1538,STnc1420,Erwinia,NA
1539,STnc1460,Erwinia,NA
1540,STnc3160,Erwinia,NA
1541,sRNA10,Erwinia,NA
1542,MgrR,Erwinia,NA
1543,RyfA,Erwinia,NA
1544,STnc920,Erwinia,NA
1545,MicC,Erwinia,NA
1546,STnc1380,Erwinia,86
1547,STnc1560,Erwinia,NA
1548,tp2,Erwinia,NA
1549,STnc3130,Erwinia,NA
1550,C0664,Erwinia,NA
1551,STnc4010,Erwinia,NA
1552,STnc1640,Erwinia,NA
1553,STnc3870,Erwinia,NA
1554,RybA,Erwinia,NA
1555,IstR‑1_2,Erwinia,NA
1556,STnc3000,Erwinia,NA
1557,SraL,Erwinia,NA
1558,STnc850,Erwinia,NA
1559,STnc4180,Erwinia,NA
1560,STnc1670,Erwinia,NA
1561,STnc1860,Erwinia,NA
1562,STnc2100,Erwinia,NA
1563,STnc1040,Erwinia,NA
1564,OxyS,Erwinia,NA
1565,MicF,Erwinia,NA
1566,DsrA,Erwinia,NA
1567,STnc200,Erwinia,NA
1568,STnc880,Erwinia,NA
1569,tpke70,Erwinia,NA
1570,STnc1340,Erwinia,NA
1571,STnc3850,Erwinia,NA
1572,ChiX,Erwinia,NA
1573,STnc2180,Erwinia,NA
1574,SroC,Erwinia,NA
1575,STnc4080,Erwinia,NA
1576,OmrB,Erwinia,81
1577,t44,Erwinia,59
1578,CyaR,Erwinia,NA
1579,RyhB‑1,Erwinia,NA
1580,STnc2130,Erwinia,NA
1581,RprA,Erwinia,73.3333333333333
1582,ArcZ,Erwinia,62.5
1583,SraA,Erwinia,NA
1584,tpke11,Erwinia,53
1585,SraF,Erwinia,67
1586,STnc800,Erwinia,54
1587,STnc790,Erwinia,53
1588,OmrA,Erwinia,73
1589,CsrB,Erwinia,78.3333333333333
1590,FnrS,Erwinia,86.3333333333333
1591,GlmZ,Erwinia,74
1592,MicA,Erwinia,84
1593,STnc870,Erwinia,88
1594,SdsR,Erwinia,76
1595,SroG,Erwinia,89.3333333333333
1596,SraG,Erwinia,83.6666666666667
1597,STnc700,Erwinia,86.6666666666667
1598,Spf,Erwinia,95.3333333333333
1599,GlmY,Erwinia,62.6666666666667
1600,GcvB,Erwinia,73
1601,STnc3800,Pantoea,NA
1602,STnc1310,Pantoea,NA
1603,STnc1280,Pantoea,NA
1604,STnc2080,Pantoea,NA
1605,STnc1920,Pantoea,NA
1606,STnc1740,Pantoea,NA
1607,STnc2160,Pantoea,NA
1608,STnc400,Pantoea,81
1609,STnc4130,Pantoea,NA
1610,STnc3170,Pantoea,NA
1611,STnc1400,Pantoea,NA
1612,STnc4100,Pantoea,NA
1613,IsrB‑1,Pantoea,NA
1614,IsrB‑2,Pantoea,NA
1615,STnc1480,Pantoea,NA
1616,STnc1080,Pantoea,NA
1617,STnc1390,Pantoea,NA
1618,IsrF,Pantoea,NA
1619,STnc3300,Pantoea,NA
1620,IsrJ,Pantoea,NA
1621,STnc3060,Pantoea,NA
1622,IsrC,Pantoea,NA
1623,STnc780,Pantoea,NA
1624,STnc750,Pantoea,NA
1625,STnc1710,Pantoea,NA
1626,STnc3920,Pantoea,NA
1627,STnc4070,Pantoea,NA
1628,STnc290,Pantoea,NA
1629,STnc3200,Pantoea,NA
1630,STnc2050,Pantoea,NA
1631,STnc500,Pantoea,NA
1632,STnc3760,Pantoea,NA
1633,STnc1700,Pantoea,NA
1634,IsrP,Pantoea,NA
1635,STnc3530,Pantoea,NA
1636,STnc1150,Pantoea,NA
1637,STnc3630,Pantoea,NA
1638,STnc3890,Pantoea,NA
1639,STnc1760,Pantoea,NA
1640,STnc380,Pantoea,NA
1641,STnc1890,Pantoea,NA
1642,STnc3280,Pantoea,NA
1643,IsrD,Pantoea,NA
1644,STnc4110,Pantoea,NA
1645,IsrH_1_2,Pantoea,NA
1646,STnc070,Pantoea,NA
1647,STnc3180,Pantoea,NA
1648,STnc3500,Pantoea,NA
1649,STnc3420,Pantoea,NA
1650,STnc3990,Pantoea,NA
1651,STnc3030,Pantoea,NA
1652,STnc3740,Pantoea,NA
1653,STnc950,Pantoea,NA
1654,STnc4260,Pantoea,NA
1655,STnc470,Pantoea,NA
1656,STnc310,Pantoea,NA
1657,STnc1990,Pantoea,NA
1658,STnc3330,Pantoea,NA
1659,IsrO,Pantoea,NA
1660,STnc760,Pantoea,NA
1661,STnc1690,Pantoea,NA
1662,IsrQ,Pantoea,NA
1663,STnc4210,Pantoea,NA
1664,STnc3230,Pantoea,NA
1665,STnc440,Pantoea,NA
1666,STnc3750,Pantoea,NA
1667,sRNA1,Pantoea,NA
1668,STnc2030,Pantoea,NA
1669,InvR,Pantoea,NA
1670,STnc890,Pantoea,NA
1671,STnc1600,Pantoea,NA
1672,STnc1880,Pantoea,NA
1673,STnc3620,Pantoea,NA
1674,STnc3580,Pantoea,NA
1675,STnc1870,Pantoea,NA
1676,STnc3050,Pantoea,NA
1677,STnc3090,Pantoea,NA
1678,STnc4160,Pantoea,NA
1679,STnc340,Pantoea,NA
1680,STnc980,Pantoea,NA
1681,STnc3610,Pantoea,NA
1682,STnc3350,Pantoea,NA
1683,sRNA9,Pantoea,NA
1684,STnc3640,Pantoea,NA
1685,RseX,Pantoea,NA
1686,STnc3970,Pantoea,NA
1687,STnc1010,Pantoea,NA
1688,STnc3480,Pantoea,NA
1689,STnc150,Pantoea,NA
1690,STnc3830,Pantoea,NA
1691,STnc740,Pantoea,NA
1692,STnc1510,Pantoea,NA
1693,STnc540,Pantoea,NA
1694,STnc1500,Pantoea,NA
1695,STnc1650,Pantoea,NA
1696,STnc2110,Pantoea,NA
1697,STnc3010,Pantoea,NA
1698,RyjB,Pantoea,NA
1699,STnc3040,Pantoea,NA
1700,STnc810,Pantoea,NA
1701,IsrK,Pantoea,NA
1702,RybD,Pantoea,NA
1703,STnc1210,Pantoea,NA
1704,STnc1470,Pantoea,79.8
1705,STnc3150,Pantoea,NA
1706,STnc3340,Pantoea,NA
1707,STnc3720,Pantoea,NA
1708,STnc1200,Pantoea,NA
1709,STnc480,Pantoea,NA
1710,STnc1160,Pantoea,NA
1711,STnc350,Pantoea,NA
1712,STnc4000,Pantoea,NA
1713,STnc3250,Pantoea,NA
1714,STnc3570,Pantoea,NA
1715,STnc4170,Pantoea,NA
1716,STnc3730,Pantoea,NA
1717,RydC,Pantoea,NA
1718,STnc1030,Pantoea,72
1719,STnc1060,Pantoea,NA
1720,STnc490,Pantoea,NA
1721,STnc1180,Pantoea,NA
1722,RygD,Pantoea,NA
1723,RygC,Pantoea,NA
1724,STnc710,Pantoea,NA
1725,SraB,Pantoea,NA
1726,STnc520,Pantoea,NA
1727,STnc1110,Pantoea,NA
1728,STnc3390,Pantoea,NA
1729,STnc630,Pantoea,NA
1730,IsrN,Pantoea,72.5
1731,RyeC,Pantoea,65
1732,RydB,Pantoea,66
1733,STnc2040,Pantoea,NA
1734,STnc840,Pantoea,NA
1735,DapZ,Pantoea,75
1736,STnc2070,Pantoea,NA
1737,sRNA12,Pantoea,NA
1738,STnc1420,Pantoea,65
1739,STnc1460,Pantoea,NA
1740,STnc3160,Pantoea,NA
1741,sRNA10,Pantoea,NA
1742,MgrR,Pantoea,NA
1743,RyfA,Pantoea,NA
1744,STnc920,Pantoea,NA
1745,MicC,Pantoea,NA
1746,STnc1380,Pantoea,NA
1747,STnc1560,Pantoea,NA
1748,tp2,Pantoea,62
1749,STnc3130,Pantoea,NA
1750,C0664,Pantoea,NA
1751,STnc4010,Pantoea,NA
1752,STnc1640,Pantoea,NA
1753,STnc3870,Pantoea,NA
1754,RybA,Pantoea,NA
1755,IstR‑1_2,Pantoea,NA
1756,STnc3000,Pantoea,NA
1757,SraL,Pantoea,NA
1758,STnc850,Pantoea,NA
1759,STnc4180,Pantoea,NA
1760,STnc1670,Pantoea,NA
1761,STnc1860,Pantoea,NA
1762,STnc2100,Pantoea,NA
1763,STnc1040,Pantoea,82.2
1764,OxyS,Pantoea,NA
1765,MicF,Pantoea,NA
1766,DsrA,Pantoea,NA
1767,STnc200,Pantoea,NA
1768,STnc880,Pantoea,NA
1769,tpke70,Pantoea,NA
1770,STnc1340,Pantoea,NA
1771,STnc3850,Pantoea,NA
1772,ChiX,Pantoea,67.5
1773,STnc2180,Pantoea,83
1774,SroC,Pantoea,65
1775,STnc4080,Pantoea,63.5714285714286
1776,OmrB,Pantoea,84.7142857142857
1777,t44,Pantoea,68.5
1778,CyaR,Pantoea,NA
1779,RyhB‑1,Pantoea,74.2857142857143
1780,STnc2130,Pantoea,85
1781,RprA,Pantoea,73
1782,ArcZ,Pantoea,68.2
1783,SraA,Pantoea,68
1784,tpke11,Pantoea,NA
1785,SraF,Pantoea,71.5714285714286
1786,STnc800,Pantoea,68
1787,STnc790,Pantoea,62
1788,OmrA,Pantoea,70.7142857142857
1789,CsrB,Pantoea,75.4285714285714
1790,FnrS,Pantoea,91.1428571428571
1791,GlmZ,Pantoea,68.8571428571429
1792,MicA,Pantoea,80.7142857142857
1793,STnc870,Pantoea,94.8571428571429
1794,SdsR,Pantoea,90.5714285714286
1795,SroG,Pantoea,90.4285714285714
1796,SraG,Pantoea,78.7142857142857
1797,STnc700,Pantoea,88.5714285714286
1798,Spf,Pantoea,96.8571428571429
1799,GlmY,Pantoea,67.2857142857143
1800,GcvB,Pantoea,77
1801,STnc3800,Cedecea,NA
1802,STnc1310,Cedecea,NA
1803,STnc1280,Cedecea,NA
1804,STnc2080,Cedecea,NA
1805,STnc1920,Cedecea,NA
1806,STnc1740,Cedecea,NA
1807,STnc2160,Cedecea,NA
1808,STnc400,Cedecea,NA
1809,STnc4130,Cedecea,NA
1810,STnc3170,Cedecea,NA
1811,STnc1400,Cedecea,NA
1812,STnc4100,Cedecea,NA
1813,IsrB‑1,Cedecea,NA
1814,IsrB‑2,Cedecea,NA
1815,STnc1480,Cedecea,NA
1816,STnc1080,Cedecea,NA
1817,STnc1390,Cedecea,NA
1818,IsrF,Cedecea,NA
1819,STnc3300,Cedecea,NA
1820,IsrJ,Cedecea,NA
1821,STnc3060,Cedecea,NA
1822,IsrC,Cedecea,NA
1823,STnc780,Cedecea,NA
1824,STnc750,Cedecea,NA
1825,STnc1710,Cedecea,NA
1826,STnc3920,Cedecea,NA
1827,STnc4070,Cedecea,NA
1828,STnc290,Cedecea,NA
1829,STnc3200,Cedecea,NA
1830,STnc2050,Cedecea,NA
1831,STnc500,Cedecea,NA
1832,STnc3760,Cedecea,NA
1833,STnc1700,Cedecea,NA
1834,IsrP,Cedecea,NA
1835,STnc3530,Cedecea,NA
1836,STnc1150,Cedecea,NA
1837,STnc3630,Cedecea,NA
1838,STnc3890,Cedecea,NA
1839,STnc1760,Cedecea,NA
1840,STnc380,Cedecea,NA
1841,STnc1890,Cedecea,NA
1842,STnc3280,Cedecea,NA
1843,IsrD,Cedecea,NA
1844,STnc4110,Cedecea,NA
1845,IsrH_1_2,Cedecea,NA
1846,STnc070,Cedecea,NA
1847,STnc3180,Cedecea,NA
1848,STnc3500,Cedecea,NA
1849,STnc3420,Cedecea,NA
1850,STnc3990,Cedecea,NA
1851,STnc3030,Cedecea,NA
1852,STnc3740,Cedecea,NA
1853,STnc950,Cedecea,NA
1854,STnc4260,Cedecea,NA
1855,STnc470,Cedecea,NA
1856,STnc310,Cedecea,NA
1857,STnc1990,Cedecea,NA
1858,STnc3330,Cedecea,NA
1859,IsrO,Cedecea,NA
1860,STnc760,Cedecea,NA
1861,STnc1690,Cedecea,NA
1862,IsrQ,Cedecea,NA
1863,STnc4210,Cedecea,NA
1864,STnc3230,Cedecea,NA
1865,STnc440,Cedecea,NA
1866,STnc3750,Cedecea,NA
1867,sRNA1,Cedecea,NA
1868,STnc2030,Cedecea,NA
1869,InvR,Cedecea,NA
1870,STnc890,Cedecea,NA
1871,STnc1600,Cedecea,NA
1872,STnc1880,Cedecea,NA
1873,STnc3620,Cedecea,NA
1874,STnc3580,Cedecea,NA
1875,STnc1870,Cedecea,NA
1876,STnc3050,Cedecea,NA
1877,STnc3090,Cedecea,NA
1878,STnc4160,Cedecea,NA
1879,STnc340,Cedecea,NA
1880,STnc980,Cedecea,NA
1881,STnc3610,Cedecea,NA
1882,STnc3350,Cedecea,NA
1883,sRNA9,Cedecea,NA
1884,STnc3640,Cedecea,NA
1885,RseX,Cedecea,NA
1886,STnc3970,Cedecea,NA
1887,STnc1010,Cedecea,NA
1888,STnc3480,Cedecea,NA
1889,STnc150,Cedecea,NA
1890,STnc3830,Cedecea,NA
1891,STnc740,Cedecea,NA
1892,STnc1510,Cedecea,NA
1893,STnc540,Cedecea,NA
1894,STnc1500,Cedecea,NA
1895,STnc1650,Cedecea,NA
1896,STnc2110,Cedecea,NA
1897,STnc3010,Cedecea,NA
1898,RyjB,Cedecea,NA
1899,STnc3040,Cedecea,NA
1900,STnc810,Cedecea,NA
1901,IsrK,Cedecea,NA
1902,RybD,Cedecea,NA
1903,STnc1210,Cedecea,NA
1904,STnc1470,Cedecea,NA
1905,STnc3150,Cedecea,NA
1906,STnc3340,Cedecea,74
1907,STnc3720,Cedecea,NA
1908,STnc1200,Cedecea,NA
1909,STnc480,Cedecea,NA
1910,STnc1160,Cedecea,NA
1911,STnc350,Cedecea,NA
1912,STnc4000,Cedecea,NA
1913,STnc3250,Cedecea,NA
1914,STnc3570,Cedecea,60
1915,STnc4170,Cedecea,NA
1916,STnc3730,Cedecea,NA
1917,RydC,Cedecea,NA
1918,STnc1030,Cedecea,NA
1919,STnc1060,Cedecea,NA
1920,STnc490,Cedecea,NA
1921,STnc1180,Cedecea,NA
1922,RygD,Cedecea,NA
1923,RygC,Cedecea,NA
1924,STnc710,Cedecea,NA
1925,SraB,Cedecea,NA
1926,STnc520,Cedecea,NA
1927,STnc1110,Cedecea,NA
1928,STnc3390,Cedecea,NA
1929,STnc630,Cedecea,NA
1930,IsrN,Cedecea,65
1931,RyeC,Cedecea,NA
1932,RydB,Cedecea,NA
1933,STnc2040,Cedecea,NA
1934,STnc840,Cedecea,NA
1935,DapZ,Cedecea,NA
1936,STnc2070,Cedecea,NA
1937,sRNA12,Cedecea,NA
1938,STnc1420,Cedecea,NA
1939,STnc1460,Cedecea,NA
1940,STnc3160,Cedecea,74.3333333333333
1941,sRNA10,Cedecea,NA
1942,MgrR,Cedecea,NA
1943,RyfA,Cedecea,NA
1944,STnc920,Cedecea,NA
1945,MicC,Cedecea,NA
1946,STnc1380,Cedecea,84
1947,STnc1560,Cedecea,NA
1948,tp2,Cedecea,78
1949,STnc3130,Cedecea,NA
1950,C0664,Cedecea,NA
1951,STnc4010,Cedecea,NA
1952,STnc1640,Cedecea,74
1953,STnc3870,Cedecea,NA
1954,RybA,Cedecea,NA
1955,IstR‑1_2,Cedecea,NA
1956,STnc3000,Cedecea,NA
1957,SraL,Cedecea,70
1958,STnc850,Cedecea,NA
1959,STnc4180,Cedecea,NA
1960,STnc1670,Cedecea,72
1961,STnc1860,Cedecea,NA
1962,STnc2100,Cedecea,83
1963,STnc1040,Cedecea,NA
1964,OxyS,Cedecea,62.6666666666667
1965,MicF,Cedecea,90.6666666666667
1966,DsrA,Cedecea,84.6666666666667
1967,STnc200,Cedecea,72.3333333333333
1968,STnc880,Cedecea,86
1969,tpke70,Cedecea,63.6666666666667
1970,STnc1340,Cedecea,87
1971,STnc3850,Cedecea,57.3333333333333
1972,ChiX,Cedecea,72
1973,STnc2180,Cedecea,78
1974,SroC,Cedecea,72
1975,STnc4080,Cedecea,71.3333333333333
1976,OmrB,Cedecea,85.3333333333333
1977,t44,Cedecea,NA
1978,CyaR,Cedecea,95
1979,RyhB‑1,Cedecea,86
1980,STnc2130,Cedecea,80.6666666666667
1981,RprA,Cedecea,91
1982,ArcZ,Cedecea,70.6666666666667
1983,SraA,Cedecea,76
1984,tpke11,Cedecea,76
1985,SraF,Cedecea,76.3333333333333
1986,STnc800,Cedecea,75
1987,STnc790,Cedecea,60.6666666666667
1988,OmrA,Cedecea,84
1989,CsrB,Cedecea,76
1990,FnrS,Cedecea,93.3333333333333
1991,GlmZ,Cedecea,85.3333333333333
1992,MicA,Cedecea,86
1993,STnc870,Cedecea,71
1994,SdsR,Cedecea,97.6666666666667
1995,SroG,Cedecea,91.3333333333333
1996,SraG,Cedecea,83
1997,STnc700,Cedecea,88
1998,Spf,Cedecea,97
1999,GlmY,Cedecea,76.3333333333333
2000,GcvB,Cedecea,91.6666666666667
2001,STnc3800,Cronobacter,NA
2002,STnc1310,Cronobacter,NA
2003,STnc1280,Cronobacter,NA
2004,STnc2080,Cronobacter,NA
2005,STnc1920,Cronobacter,NA
2006,STnc1740,Cronobacter,NA
2007,STnc2160,Cronobacter,NA
2008,STnc400,Cronobacter,NA
2009,STnc4130,Cronobacter,NA
2010,STnc3170,Cronobacter,NA
2011,STnc1400,Cronobacter,NA
2012,STnc4100,Cronobacter,NA
2013,IsrB‑1,Cronobacter,NA
2014,IsrB‑2,Cronobacter,NA
2015,STnc1480,Cronobacter,NA
2016,STnc1080,Cronobacter,NA
2017,STnc1390,Cronobacter,NA
2018,IsrF,Cronobacter,NA
2019,STnc3300,Cronobacter,NA
2020,IsrJ,Cronobacter,NA
2021,STnc3060,Cronobacter,NA
2022,IsrC,Cronobacter,NA
2023,STnc780,Cronobacter,NA
2024,STnc750,Cronobacter,NA
2025,STnc1710,Cronobacter,NA
2026,STnc3920,Cronobacter,NA
2027,STnc4070,Cronobacter,NA
2028,STnc290,Cronobacter,NA
2029,STnc3200,Cronobacter,NA
2030,STnc2050,Cronobacter,NA
2031,STnc500,Cronobacter,NA
2032,STnc3760,Cronobacter,NA
2033,STnc1700,Cronobacter,NA
2034,IsrP,Cronobacter,NA
2035,STnc3530,Cronobacter,NA
2036,STnc1150,Cronobacter,NA
2037,STnc3630,Cronobacter,NA
2038,STnc3890,Cronobacter,NA
2039,STnc1760,Cronobacter,NA
2040,STnc380,Cronobacter,NA
2041,STnc1890,Cronobacter,NA
2042,STnc3280,Cronobacter,NA
2043,IsrD,Cronobacter,NA
2044,STnc4110,Cronobacter,NA
2045,IsrH_1_2,Cronobacter,NA
2046,STnc070,Cronobacter,NA
2047,STnc3180,Cronobacter,NA
2048,STnc3500,Cronobacter,NA
2049,STnc3420,Cronobacter,NA
2050,STnc3990,Cronobacter,NA
2051,STnc3030,Cronobacter,NA
2052,STnc3740,Cronobacter,NA
2053,STnc950,Cronobacter,NA
2054,STnc4260,Cronobacter,NA
2055,STnc470,Cronobacter,NA
2056,STnc310,Cronobacter,NA
2057,STnc1990,Cronobacter,NA
2058,STnc3330,Cronobacter,NA
2059,IsrO,Cronobacter,NA
2060,STnc760,Cronobacter,NA
2061,STnc1690,Cronobacter,NA
2062,IsrQ,Cronobacter,NA
2063,STnc4210,Cronobacter,NA
2064,STnc3230,Cronobacter,NA
2065,STnc440,Cronobacter,NA
2066,STnc3750,Cronobacter,NA
2067,sRNA1,Cronobacter,NA
2068,STnc2030,Cronobacter,NA
2069,InvR,Cronobacter,NA
2070,STnc890,Cronobacter,NA
2071,STnc1600,Cronobacter,NA
2072,STnc1880,Cronobacter,NA
2073,STnc3620,Cronobacter,NA
2074,STnc3580,Cronobacter,NA
2075,STnc1870,Cronobacter,NA
2076,STnc3050,Cronobacter,NA
2077,STnc3090,Cronobacter,NA
2078,STnc4160,Cronobacter,NA
2079,STnc340,Cronobacter,NA
2080,STnc980,Cronobacter,NA
2081,STnc3610,Cronobacter,NA
2082,STnc3350,Cronobacter,NA
2083,sRNA9,Cronobacter,NA
2084,STnc3640,Cronobacter,NA
2085,RseX,Cronobacter,NA
2086,STnc3970,Cronobacter,NA
2087,STnc1010,Cronobacter,NA
2088,STnc3480,Cronobacter,NA
2089,STnc150,Cronobacter,66
2090,STnc3830,Cronobacter,NA
2091,STnc740,Cronobacter,NA
2092,STnc1510,Cronobacter,NA
2093,STnc540,Cronobacter,NA
2094,STnc1500,Cronobacter,NA
2095,STnc1650,Cronobacter,NA
2096,STnc2110,Cronobacter,NA
2097,STnc3010,Cronobacter,NA
2098,RyjB,Cronobacter,NA
2099,STnc3040,Cronobacter,NA
2100,STnc810,Cronobacter,NA
2101,IsrK,Cronobacter,68
2102,RybD,Cronobacter,NA
2103,STnc1210,Cronobacter,NA
2104,STnc1470,Cronobacter,NA
2105,STnc3150,Cronobacter,NA
2106,STnc3340,Cronobacter,NA
2107,STnc3720,Cronobacter,NA
2108,STnc1200,Cronobacter,82
2109,STnc480,Cronobacter,NA
2110,STnc1160,Cronobacter,74
2111,STnc350,Cronobacter,NA
2112,STnc4000,Cronobacter,NA
2113,STnc3250,Cronobacter,NA
2114,STnc3570,Cronobacter,79.5
2115,STnc4170,Cronobacter,NA
2116,STnc3730,Cronobacter,NA
2117,RydC,Cronobacter,NA
2118,STnc1030,Cronobacter,NA
2119,STnc1060,Cronobacter,NA
2120,STnc490,Cronobacter,NA
2121,STnc1180,Cronobacter,NA
2122,RygD,Cronobacter,NA
2123,RygC,Cronobacter,NA
2124,STnc710,Cronobacter,NA
2125,SraB,Cronobacter,NA
2126,STnc520,Cronobacter,NA
2127,STnc1110,Cronobacter,NA
2128,STnc3390,Cronobacter,NA
2129,STnc630,Cronobacter,NA
2130,IsrN,Cronobacter,NA
2131,RyeC,Cronobacter,NA
2132,RydB,Cronobacter,NA
2133,STnc2040,Cronobacter,NA
2134,STnc840,Cronobacter,NA
2135,DapZ,Cronobacter,76
2136,STnc2070,Cronobacter,NA
2137,sRNA12,Cronobacter,NA
2138,STnc1420,Cronobacter,NA
2139,STnc1460,Cronobacter,NA
2140,STnc3160,Cronobacter,NA
2141,sRNA10,Cronobacter,NA
2142,MgrR,Cronobacter,NA
2143,RyfA,Cronobacter,NA
2144,STnc920,Cronobacter,NA
2145,MicC,Cronobacter,NA
2146,STnc1380,Cronobacter,NA
2147,STnc1560,Cronobacter,NA
2148,tp2,Cronobacter,NA
2149,STnc3130,Cronobacter,NA
2150,C0664,Cronobacter,NA
2151,STnc4010,Cronobacter,NA
2152,STnc1640,Cronobacter,70.5
2153,STnc3870,Cronobacter,NA
2154,RybA,Cronobacter,NA
2155,IstR‑1_2,Cronobacter,69.1666666666667
2156,STnc3000,Cronobacter,73
2157,SraL,Cronobacter,NA
2158,STnc850,Cronobacter,73.6
2159,STnc4180,Cronobacter,71.3333333333333
2160,STnc1670,Cronobacter,NA
2161,STnc1860,Cronobacter,69.3333333333333
2162,STnc2100,Cronobacter,78.6666666666667
2163,STnc1040,Cronobacter,NA
2164,OxyS,Cronobacter,69.5
2165,MicF,Cronobacter,88
2166,DsrA,Cronobacter,81.5
2167,STnc200,Cronobacter,72.1666666666667
2168,STnc880,Cronobacter,84.8333333333333
2169,tpke70,Cronobacter,64.1666666666667
2170,STnc1340,Cronobacter,76.6666666666667
2171,STnc3850,Cronobacter,66.8333333333333
2172,ChiX,Cronobacter,68.8333333333333
2173,STnc2180,Cronobacter,94
2174,SroC,Cronobacter,69
2175,STnc4080,Cronobacter,73
2176,OmrB,Cronobacter,86.1666666666667
2177,t44,Cronobacter,90
2178,CyaR,Cronobacter,93
2179,RyhB‑1,Cronobacter,81
2180,STnc2130,Cronobacter,82.1666666666667
2181,RprA,Cronobacter,93.8333333333333
2182,ArcZ,Cronobacter,80
2183,SraA,Cronobacter,68
2184,tpke11,Cronobacter,76
2185,SraF,Cronobacter,69.1666666666667
