,Var1,Var2,value
2186,STnc800,Cronobacter,60.5
2187,STnc790,Cronobacter,64.6666666666667
2188,OmrA,Cronobacter,NA
2189,CsrB,Cronobacter,80.8333333333333
2190,FnrS,Cronobacter,96
2191,GlmZ,Cronobacter,89.1666666666667
2192,MicA,Cronobacter,86
2193,STnc870,Cronobacter,100
2194,SdsR,Cronobacter,97
2195,SroG,Cronobacter,90
2196,SraG,Cronobacter,85
2197,STnc700,Cronobacter,91
2198,Spf,Cronobacter,97
2199,GlmY,Cronobacter,79.5
2200,GcvB,Cronobacter,92
2201,STnc3800,Enterobacter,NA
2202,STnc1310,Enterobacter,NA
2203,STnc1280,Enterobacter,NA
2204,STnc2080,Enterobacter,NA
2205,STnc1920,Enterobacter,NA
2206,STnc1740,Enterobacter,NA
2207,STnc2160,Enterobacter,NA
2208,STnc400,Enterobacter,NA
2209,STnc4130,Enterobacter,NA
2210,STnc3170,Enterobacter,NA
2211,STnc1400,Enterobacter,93.2
2212,STnc4100,Enterobacter,NA
2213,IsrB‑1,Enterobacter,75
2214,IsrB‑2,Enterobacter,76
2215,STnc1480,Enterobacter,NA
2216,STnc1080,Enterobacter,80.8571428571429
2217,STnc1390,Enterobacter,NA
2218,IsrF,Enterobacter,NA
2219,STnc3300,Enterobacter,NA
2220,IsrJ,Enterobacter,83.8333333333333
2221,STnc3060,Enterobacter,NA
2222,IsrC,Enterobacter,NA
2223,STnc780,Enterobacter,NA
2224,STnc750,Enterobacter,NA
2225,STnc1710,Enterobacter,NA
2226,STnc3920,Enterobacter,NA
2227,STnc4070,Enterobacter,NA
2228,STnc290,Enterobacter,NA
2229,STnc3200,Enterobacter,NA
2230,STnc2050,Enterobacter,NA
2231,STnc500,Enterobacter,NA
2232,STnc3760,Enterobacter,NA
2233,STnc1700,Enterobacter,NA
2234,IsrP,Enterobacter,NA
2235,STnc3530,Enterobacter,NA
2236,STnc1150,Enterobacter,NA
2237,STnc3630,Enterobacter,NA
2238,STnc3890,Enterobacter,NA
2239,STnc1760,Enterobacter,NA
2240,STnc380,Enterobacter,NA
2241,STnc1890,Enterobacter,NA
2242,STnc3280,Enterobacter,NA
2243,IsrD,Enterobacter,NA
2244,STnc4110,Enterobacter,NA
2245,IsrH_1_2,Enterobacter,NA
2246,STnc070,Enterobacter,NA
2247,STnc3180,Enterobacter,NA
2248,STnc3500,Enterobacter,NA
2249,STnc3420,Enterobacter,NA
2250,STnc3990,Enterobacter,NA
2251,STnc3030,Enterobacter,NA
2252,STnc3740,Enterobacter,NA
2253,STnc950,Enterobacter,NA
2254,STnc4260,Enterobacter,NA
2255,STnc470,Enterobacter,NA
2256,STnc310,Enterobacter,NA
2257,STnc1990,Enterobacter,NA
2258,STnc3330,Enterobacter,NA
2259,IsrO,Enterobacter,NA
2260,STnc760,Enterobacter,NA
2261,STnc1690,Enterobacter,NA
2262,IsrQ,Enterobacter,NA
2263,STnc4210,Enterobacter,NA
2264,STnc3230,Enterobacter,NA
2265,STnc440,Enterobacter,NA
2266,STnc3750,Enterobacter,NA
2267,sRNA1,Enterobacter,NA
2268,STnc2030,Enterobacter,NA
2269,InvR,Enterobacter,NA
2270,STnc890,Enterobacter,NA
2271,STnc1600,Enterobacter,NA
2272,STnc1880,Enterobacter,NA
2273,STnc3620,Enterobacter,NA
2274,STnc3580,Enterobacter,NA
2275,STnc1870,Enterobacter,NA
2276,STnc3050,Enterobacter,NA
2277,STnc3090,Enterobacter,NA
2278,STnc4160,Enterobacter,NA
2279,STnc340,Enterobacter,NA
2280,STnc980,Enterobacter,NA
2281,STnc3610,Enterobacter,NA
2282,STnc3350,Enterobacter,NA
2283,sRNA9,Enterobacter,NA
2284,STnc3640,Enterobacter,NA
2285,RseX,Enterobacter,NA
2286,STnc3970,Enterobacter,NA
2287,STnc1010,Enterobacter,NA
2288,STnc3480,Enterobacter,NA
2289,STnc150,Enterobacter,NA
2290,STnc3830,Enterobacter,NA
2291,STnc740,Enterobacter,NA
2292,STnc1510,Enterobacter,66.2307692307692
2293,STnc540,Enterobacter,NA
2294,STnc1500,Enterobacter,NA
2295,STnc1650,Enterobacter,NA
2296,STnc2110,Enterobacter,NA
2297,STnc3010,Enterobacter,62
2298,RyjB,Enterobacter,NA
2299,STnc3040,Enterobacter,68.6666666666667
2300,STnc810,Enterobacter,NA
2301,IsrK,Enterobacter,69
2302,RybD,Enterobacter,NA
2303,STnc1210,Enterobacter,NA
2304,STnc1470,Enterobacter,68
2305,STnc3150,Enterobacter,61.1111111111111
2306,STnc3340,Enterobacter,78.6666666666667
2307,STnc3720,Enterobacter,75.5
2308,STnc1200,Enterobacter,NA
2309,STnc480,Enterobacter,NA
2310,STnc1160,Enterobacter,69
2311,STnc350,Enterobacter,NA
2312,STnc4000,Enterobacter,69
2313,STnc3250,Enterobacter,59.6
2314,STnc3570,Enterobacter,74.4285714285714
2315,STnc4170,Enterobacter,NA
2316,STnc3730,Enterobacter,NA
2317,RydC,Enterobacter,NA
2318,STnc1030,Enterobacter,70
2319,STnc1060,Enterobacter,NA
2320,STnc490,Enterobacter,NA
2321,STnc1180,Enterobacter,NA
2322,RygD,Enterobacter,NA
2323,RygC,Enterobacter,NA
2324,STnc710,Enterobacter,NA
2325,SraB,Enterobacter,NA
2326,STnc520,Enterobacter,NA
2327,STnc1110,Enterobacter,NA
2328,STnc3390,Enterobacter,77
2329,STnc630,Enterobacter,NA
2330,IsrN,Enterobacter,91
2331,RyeC,Enterobacter,NA
2332,RydB,Enterobacter,NA
2333,STnc2040,Enterobacter,77.7777777777778
2334,STnc840,Enterobacter,73.3333333333333
2335,DapZ,Enterobacter,78.5
2336,STnc2070,Enterobacter,NA
2337,sRNA12,Enterobacter,71.8333333333333
2338,STnc1420,Enterobacter,NA
2339,STnc1460,Enterobacter,73.3333333333333
2340,STnc3160,Enterobacter,72
2341,sRNA10,Enterobacter,73.25
2342,MgrR,Enterobacter,79.1666666666667
2343,RyfA,Enterobacter,61.4545454545455
2344,STnc920,Enterobacter,81.8
2345,MicC,Enterobacter,NA
2346,STnc1380,Enterobacter,77
2347,STnc1560,Enterobacter,77.75
2348,tp2,Enterobacter,79
2349,STnc3130,Enterobacter,78.75
2350,C0664,Enterobacter,75.3333333333333
2351,STnc4010,Enterobacter,72.7333333333333
2352,STnc1640,Enterobacter,65.8
2353,STnc3870,Enterobacter,NA
2354,RybA,Enterobacter,82.5
2355,IstR‑1_2,Enterobacter,78.75
2356,STnc3000,Enterobacter,80.625
2357,SraL,Enterobacter,86.6875
2358,STnc850,Enterobacter,86.5625
2359,STnc4180,Enterobacter,76.2857142857143
2360,STnc1670,Enterobacter,70
2361,STnc1860,Enterobacter,81.875
2362,STnc2100,Enterobacter,77.0625
2363,STnc1040,Enterobacter,94
2364,OxyS,Enterobacter,75.5
2365,MicF,Enterobacter,92.875
2366,DsrA,Enterobacter,88.375
2367,STnc200,Enterobacter,75.875
2368,STnc880,Enterobacter,91.5625
2369,tpke70,Enterobacter,73.4375
2370,STnc1340,Enterobacter,88.9375
2371,STnc3850,Enterobacter,75.875
2372,ChiX,Enterobacter,81.0666666666667
2373,STnc2180,Enterobacter,90.3125
2374,SroC,Enterobacter,76.125
2375,STnc4080,Enterobacter,76
2376,OmrB,Enterobacter,87.4545454545455
2377,t44,Enterobacter,93.8125
2378,CyaR,Enterobacter,97.5625
2379,RyhB‑1,Enterobacter,87.625
2380,STnc2130,Enterobacter,81.3125
2381,RprA,Enterobacter,95.9375
2382,ArcZ,Enterobacter,77.625
2383,SraA,Enterobacter,85.375
2384,tpke11,Enterobacter,73.1875
2385,SraF,Enterobacter,82.9375
2386,STnc800,Enterobacter,64.0833333333333
2387,STnc790,Enterobacter,64.5384615384615
2388,OmrA,Enterobacter,88.8125
2389,CsrB,Enterobacter,82.625
2390,FnrS,Enterobacter,97.5625
2391,GlmZ,Enterobacter,90.8125
2392,MicA,Enterobacter,87.875
2393,STnc870,Enterobacter,99.75
2394,SdsR,Enterobacter,98.5
2395,SroG,Enterobacter,89.1875
2396,SraG,Enterobacter,88.125
2397,STnc700,Enterobacter,94.3125
2398,Spf,Enterobacter,97.9375
2399,GlmY,Enterobacter,90.5625
2400,GcvB,Enterobacter,93.875
2401,STnc3800,Klebsiella,NA
2402,STnc1310,Klebsiella,NA
2403,STnc1280,Klebsiella,NA
2404,STnc2080,Klebsiella,NA
2405,STnc1920,Klebsiella,NA
2406,STnc1740,Klebsiella,NA
2407,STnc2160,Klebsiella,NA
2408,STnc400,Klebsiella,83
2409,STnc4130,Klebsiella,NA
2410,STnc3170,Klebsiella,94
2411,STnc1400,Klebsiella,80
2412,STnc4100,Klebsiella,NA
2413,IsrB‑1,Klebsiella,NA
2414,IsrB‑2,Klebsiella,NA
2415,STnc1480,Klebsiella,NA
2416,STnc1080,Klebsiella,82
2417,STnc1390,Klebsiella,87
2418,IsrF,Klebsiella,NA
2419,STnc3300,Klebsiella,NA
2420,IsrJ,Klebsiella,85.3333333333333
2421,STnc3060,Klebsiella,NA
2422,IsrC,Klebsiella,NA
2423,STnc780,Klebsiella,NA
2424,STnc750,Klebsiella,NA
2425,STnc1710,Klebsiella,NA
2426,STnc3920,Klebsiella,NA
2427,STnc4070,Klebsiella,NA
2428,STnc290,Klebsiella,NA
2429,STnc3200,Klebsiella,NA
2430,STnc2050,Klebsiella,NA
2431,STnc500,Klebsiella,NA
2432,STnc3760,Klebsiella,NA
2433,STnc1700,Klebsiella,NA
2434,IsrP,Klebsiella,NA
2435,STnc3530,Klebsiella,NA
2436,STnc1150,Klebsiella,NA
2437,STnc3630,Klebsiella,NA
2438,STnc3890,Klebsiella,NA
2439,STnc1760,Klebsiella,NA
2440,STnc380,Klebsiella,NA
2441,STnc1890,Klebsiella,NA
2442,STnc3280,Klebsiella,NA
2443,IsrD,Klebsiella,NA
2444,STnc4110,Klebsiella,NA
2445,IsrH_1_2,Klebsiella,NA
2446,STnc070,Klebsiella,NA
2447,STnc3180,Klebsiella,NA
2448,STnc3500,Klebsiella,NA
2449,STnc3420,Klebsiella,NA
2450,STnc3990,Klebsiella,NA
2451,STnc3030,Klebsiella,NA
2452,STnc3740,Klebsiella,NA
2453,STnc950,Klebsiella,NA
2454,STnc4260,Klebsiella,NA
2455,STnc470,Klebsiella,NA
2456,STnc310,Klebsiella,NA
2457,STnc1990,Klebsiella,NA
2458,STnc3330,Klebsiella,NA
2459,IsrO,Klebsiella,NA
2460,STnc760,Klebsiella,NA
2461,STnc1690,Klebsiella,NA
2462,IsrQ,Klebsiella,NA
2463,STnc4210,Klebsiella,NA
2464,STnc3230,Klebsiella,NA
2465,STnc440,Klebsiella,NA
2466,STnc3750,Klebsiella,NA
2467,sRNA1,Klebsiella,NA
2468,STnc2030,Klebsiella,NA
2469,InvR,Klebsiella,NA
2470,STnc890,Klebsiella,NA
2471,STnc1600,Klebsiella,NA
2472,STnc1880,Klebsiella,NA
2473,STnc3620,Klebsiella,NA
2474,STnc3580,Klebsiella,NA
2475,STnc1870,Klebsiella,NA
2476,STnc3050,Klebsiella,94
2477,STnc3090,Klebsiella,62.6
2478,STnc4160,Klebsiella,60.1666666666667
2479,STnc340,Klebsiella,NA
2480,STnc980,Klebsiella,NA
2481,STnc3610,Klebsiella,NA
2482,STnc3350,Klebsiella,NA
2483,sRNA9,Klebsiella,NA
2484,STnc3640,Klebsiella,NA
2485,RseX,Klebsiella,NA
2486,STnc3970,Klebsiella,NA
2487,STnc1010,Klebsiella,NA
2488,STnc3480,Klebsiella,NA
2489,STnc150,Klebsiella,66.7777777777778
2490,STnc3830,Klebsiella,NA
2491,STnc740,Klebsiella,NA
2492,STnc1510,Klebsiella,67
2493,STnc540,Klebsiella,NA
2494,STnc1500,Klebsiella,NA
2495,STnc1650,Klebsiella,NA
2496,STnc2110,Klebsiella,NA
2497,STnc3010,Klebsiella,NA
2498,RyjB,Klebsiella,NA
2499,STnc3040,Klebsiella,NA
2500,STnc810,Klebsiella,NA
2501,IsrK,Klebsiella,74
2502,RybD,Klebsiella,73.9677419354839
2503,STnc1210,Klebsiella,80.8064516129032
2504,STnc1470,Klebsiella,74.6
2505,STnc3150,Klebsiella,NA
2506,STnc3340,Klebsiella,NA
2507,STnc3720,Klebsiella,NA
2508,STnc1200,Klebsiella,78.2
2509,STnc480,Klebsiella,90
2510,STnc1160,Klebsiella,67.3333333333333
2511,STnc350,Klebsiella,67.0645161290323
2512,STnc4000,Klebsiella,NA
2513,STnc3250,Klebsiella,NA
2514,STnc3570,Klebsiella,72.2142857142857
2515,STnc4170,Klebsiella,71.4285714285714
2516,STnc3730,Klebsiella,NA
2517,RydC,Klebsiella,NA
2518,STnc1030,Klebsiella,78.6666666666667
2519,STnc1060,Klebsiella,85
2520,STnc490,Klebsiella,NA
2521,STnc1180,Klebsiella,NA
2522,RygD,Klebsiella,83.6666666666667
2523,RygC,Klebsiella,94
2524,STnc710,Klebsiella,78
2525,SraB,Klebsiella,NA
2526,STnc520,Klebsiella,NA
2527,STnc1110,Klebsiella,40.6
2528,STnc3390,Klebsiella,73
2529,STnc630,Klebsiella,NA
2530,IsrN,Klebsiella,70.7916666666667
2531,RyeC,Klebsiella,NA
2532,RydB,Klebsiella,75
2533,STnc2040,Klebsiella,NA
2534,STnc840,Klebsiella,NA
2535,DapZ,Klebsiella,79.8888888888889
2536,STnc2070,Klebsiella,NA
2537,sRNA12,Klebsiella,NA
2538,STnc1420,Klebsiella,74.375
2539,STnc1460,Klebsiella,71.5555555555556
2540,STnc3160,Klebsiella,70.3333333333333
2541,sRNA10,Klebsiella,73
2542,MgrR,Klebsiella,68
2543,RyfA,Klebsiella,NA
2544,STnc920,Klebsiella,NA
2545,MicC,Klebsiella,68.4411764705882
2546,STnc1380,Klebsiella,82
2547,STnc1560,Klebsiella,80
2548,tp2,Klebsiella,NA
2549,STnc3130,Klebsiella,84.3611111111111
2550,C0664,Klebsiella,74.3333333333333
2551,STnc4010,Klebsiella,54.6774193548387
2552,STnc1640,Klebsiella,70.375
2553,STnc3870,Klebsiella,55.5625
2554,RybA,Klebsiella,71.9444444444444
2555,IstR‑1_2,Klebsiella,77.4857142857143
2556,STnc3000,Klebsiella,78.8055555555556
2557,SraL,Klebsiella,82.1388888888889
2558,STnc850,Klebsiella,74.0833333333333
2559,STnc4180,Klebsiella,75.3888888888889
2560,STnc1670,Klebsiella,76.4
2561,STnc1860,Klebsiella,80.75
2562,STnc2100,Klebsiella,86.6756756756757
2563,STnc1040,Klebsiella,85.7352941176471
2564,OxyS,Klebsiella,74.7666666666667
2565,MicF,Klebsiella,96.7837837837838
2566,DsrA,Klebsiella,86.5945945945946
2567,STnc200,Klebsiella,64.2777777777778
2568,STnc880,Klebsiella,92.027027027027
2569,tpke70,Klebsiella,73.4864864864865
2570,STnc1340,Klebsiella,82.6216216216216
2571,STnc3850,Klebsiella,69
2572,ChiX,Klebsiella,81.8108108108108
2573,STnc2180,Klebsiella,99.027027027027
2574,SroC,Klebsiella,76.054054054054
2575,STnc4080,Klebsiella,69.3513513513514
2576,OmrB,Klebsiella,89.2972972972973
2577,t44,Klebsiella,91.1666666666667
2578,CyaR,Klebsiella,96.3513513513514
2579,RyhB‑1,Klebsiella,85.027027027027
2580,STnc2130,Klebsiella,79.4054054054054
2581,RprA,Klebsiella,95.4594594594595
2582,ArcZ,Klebsiella,74.3783783783784
2583,SraA,Klebsiella,80.8611111111111
2584,tpke11,Klebsiella,84.7567567567568
2585,SraF,Klebsiella,80.027027027027
2586,STnc800,Klebsiella,66.1081081081081
2587,STnc790,Klebsiella,65.8918918918919
2588,OmrA,Klebsiella,86.1891891891892
2589,CsrB,Klebsiella,80.5945945945946
2590,FnrS,Klebsiella,97.2162162162162
2591,GlmZ,Klebsiella,89.71875
2592,MicA,Klebsiella,81.5675675675676
2593,STnc870,Klebsiella,99.2162162162162
2594,SdsR,Klebsiella,98.7297297297297
2595,SroG,Klebsiella,89.5405405405405
2596,SraG,Klebsiella,80.2702702702703
2597,STnc700,Klebsiella,89.9189189189189
2598,Spf,Klebsiella,97
2599,GlmY,Klebsiella,88.1891891891892
2600,GcvB,Klebsiella,87.2972972972973
2601,STnc3800,Escherichia,NA
2602,STnc1310,Escherichia,NA
2603,STnc1280,Escherichia,NA
2604,STnc2080,Escherichia,NA
2605,STnc1920,Escherichia,NA
2606,STnc1740,Escherichia,99
2607,STnc2160,Escherichia,98
2608,STnc400,Escherichia,NA
2609,STnc4130,Escherichia,NA
2610,STnc3170,Escherichia,NA
2611,STnc1400,Escherichia,NA
2612,STnc4100,Escherichia,NA
2613,IsrB‑1,Escherichia,NA
2614,IsrB‑2,Escherichia,NA
2615,STnc1480,Escherichia,NA
2616,STnc1080,Escherichia,69
2617,STnc1390,Escherichia,84
2618,IsrF,Escherichia,NA
2619,STnc3300,Escherichia,72
2620,IsrJ,Escherichia,84
2621,STnc3060,Escherichia,89
2622,IsrC,Escherichia,NA
2623,STnc780,Escherichia,NA
2624,STnc750,Escherichia,66
2625,STnc1710,Escherichia,NA
2626,STnc3920,Escherichia,NA
2627,STnc4070,Escherichia,NA
2628,STnc290,Escherichia,NA
2629,STnc3200,Escherichia,NA
2630,STnc2050,Escherichia,NA
2631,STnc500,Escherichia,NA
2632,STnc3760,Escherichia,NA
2633,STnc1700,Escherichia,NA
2634,IsrP,Escherichia,NA
2635,STnc3530,Escherichia,NA
2636,STnc1150,Escherichia,NA
2637,STnc3630,Escherichia,NA
2638,STnc3890,Escherichia,NA
2639,STnc1760,Escherichia,NA
2640,STnc380,Escherichia,NA
2641,STnc1890,Escherichia,NA
2642,STnc3280,Escherichia,NA
2643,IsrD,Escherichia,NA
2644,STnc4110,Escherichia,NA
2645,IsrH_1_2,Escherichia,NA
2646,STnc070,Escherichia,NA
2647,STnc3180,Escherichia,NA
2648,STnc3500,Escherichia,NA
2649,STnc3420,Escherichia,NA
2650,STnc3990,Escherichia,NA
2651,STnc3030,Escherichia,NA
2652,STnc3740,Escherichia,NA
2653,STnc950,Escherichia,NA
2654,STnc4260,Escherichia,NA
2655,STnc470,Escherichia,NA
2656,STnc310,Escherichia,NA
2657,STnc1990,Escherichia,NA
2658,STnc3330,Escherichia,NA
2659,IsrO,Escherichia,NA
2660,STnc760,Escherichia,NA
2661,STnc1690,Escherichia,NA
2662,IsrQ,Escherichia,NA
2663,STnc4210,Escherichia,NA
2664,STnc3230,Escherichia,NA
2665,STnc440,Escherichia,NA
2666,STnc3750,Escherichia,NA
2667,sRNA1,Escherichia,NA
2668,STnc2030,Escherichia,NA
2669,InvR,Escherichia,NA
2670,STnc890,Escherichia,NA
2671,STnc1600,Escherichia,NA
2672,STnc1880,Escherichia,NA
2673,STnc3620,Escherichia,NA
2674,STnc3580,Escherichia,NA
2675,STnc1870,Escherichia,70.75
2676,STnc3050,Escherichia,NA
2677,STnc3090,Escherichia,NA
2678,STnc4160,Escherichia,NA
2679,STnc340,Escherichia,NA
2680,STnc980,Escherichia,NA
2681,STnc3610,Escherichia,NA
2682,STnc3350,Escherichia,NA
2683,sRNA9,Escherichia,NA
2684,STnc3640,Escherichia,58
2685,RseX,Escherichia,67
2686,STnc3970,Escherichia,82
2687,STnc1010,Escherichia,70.28
2688,STnc3480,Escherichia,NA
2689,STnc150,Escherichia,NA
2690,STnc3830,Escherichia,NA
2691,STnc740,Escherichia,75.9705882352941
2692,STnc1510,Escherichia,NA
2693,STnc540,Escherichia,NA
2694,STnc1500,Escherichia,NA
2695,STnc1650,Escherichia,NA
2696,STnc2110,Escherichia,79
2697,STnc3010,Escherichia,NA
2698,RyjB,Escherichia,83.8285714285714
2699,STnc3040,Escherichia,NA
2700,STnc810,Escherichia,75.16
2701,IsrK,Escherichia,80.7096774193548
2702,RybD,Escherichia,69
2703,STnc1210,Escherichia,NA
2704,STnc1470,Escherichia,76.4411764705882
2705,STnc3150,Escherichia,66.7083333333333
2706,STnc3340,Escherichia,81
2707,STnc3720,Escherichia,NA
2708,STnc1200,Escherichia,81
2709,STnc480,Escherichia,85.9375
2710,STnc1160,Escherichia,78.9444444444444
2711,STnc350,Escherichia,61
2712,STnc4000,Escherichia,64.8918918918919
2713,STnc3250,Escherichia,58.4146341463415
2714,STnc3570,Escherichia,NA
2715,STnc4170,Escherichia,65.5
2716,STnc3730,Escherichia,58.9066666666667
2717,RydC,Escherichia,80.7216494845361
2718,STnc1030,Escherichia,76
2719,STnc1060,Escherichia,79.2553191489362
2720,STnc490,Escherichia,91
2721,STnc1180,Escherichia,81.3775510204082
2722,RygD,Escherichia,86.2244897959184
2723,RygC,Escherichia,70.6122448979592
2724,STnc710,Escherichia,85.1530612244898
2725,SraB,Escherichia,91.234693877551
2726,STnc520,Escherichia,74.1666666666667
2727,STnc1110,Escherichia,68.8947368421053
2728,STnc3390,Escherichia,80.0618556701031
2729,STnc630,Escherichia,73.6938775510204
2730,IsrN,Escherichia,88
2731,RyeC,Escherichia,84.9489795918367
2732,RydB,Escherichia,90.701030927835
2733,STnc2040,Escherichia,75.765306122449
2734,STnc840,Escherichia,79.3229166666667
2735,DapZ,Escherichia,NA
2736,STnc2070,Escherichia,78.265306122449
2737,sRNA12,Escherichia,81.9072164948454
2738,STnc1420,Escherichia,87.5714285714286
2739,STnc1460,Escherichia,59.125
2740,STnc3160,Escherichia,73.0549450549451
2741,sRNA10,Escherichia,82.9591836734694
2742,MgrR,Escherichia,85.7291666666667
2743,RyfA,Escherichia,73.8979591836735
2744,STnc920,Escherichia,87.5876288659794
2745,MicC,Escherichia,77.15625
2746,STnc1380,Escherichia,84.125
2747,STnc1560,Escherichia,81.9591836734694
2748,tp2,Escherichia,85.0204081632653
2749,STnc3130,Escherichia,72.2142857142857
2750,C0664,Escherichia,67.8367346938775
2751,STnc4010,Escherichia,75.734693877551
2752,STnc1640,Escherichia,76.6938775510204
2753,STnc3870,Escherichia,46.7758620689655
2754,RybA,Escherichia,81.1530612244898
2755,IstR‑1_2,Escherichia,82.1038961038961
2756,STnc3000,Escherichia,85.5714285714286
2757,SraL,Escherichia,93.9897959183673
2758,STnc850,Escherichia,90.9183673469388
2759,STnc4180,Escherichia,74.4081632653061
2760,STnc1670,Escherichia,79.3265306122449
2761,STnc1860,Escherichia,70.1938775510204
2762,STnc2100,Escherichia,79.0309278350515
2763,STnc1040,Escherichia,83.469387755102
2764,OxyS,Escherichia,85.9591836734694
2765,MicF,Escherichia,97.3186813186813
2766,DsrA,Escherichia,90.0326086956522
2767,STnc200,Escherichia,78.6122448979592
2768,STnc880,Escherichia,89.6428571428571
2769,tpke70,Escherichia,81.0612244897959
2770,STnc1340,Escherichia,99.9081632653061
2771,STnc3850,Escherichia,74.9387755102041
2772,ChiX,Escherichia,75.0103092783505
2773,STnc2180,Escherichia,97.9183673469388
2774,SroC,Escherichia,80.6428571428571
2775,STnc4080,Escherichia,76.6122448979592
2776,OmrB,Escherichia,88.9387755102041
2777,t44,Escherichia,93.9183673469388
2778,CyaR,Escherichia,94.0927835051546
2779,RyhB‑1,Escherichia,78.0204081632653
2780,STnc2130,Escherichia,96.8775510204082
2781,RprA,Escherichia,95.9285714285714
2782,ArcZ,Escherichia,89.8202247191011
2783,SraA,Escherichia,86.8478260869565
2784,tpke11,Escherichia,81.8469387755102
2785,SraF,Escherichia,87.9690721649485
2786,STnc800,Escherichia,57.8367346938776
2787,STnc790,Escherichia,57.265306122449
